PSNR_RGB,PSNR_per_channel,PSNR_linear,PSNR_vs_Hazy,SSIM,CC,Colorfulness,UIQM,UCIQE,Entropy_ref,Entropy_out,EPI,BRISQUE
25.4267375075623,27.436328 30.723007 22.256431,28.6108601232623,13.552666669713,0.867198903736751,0.987535927689099,0.261147366331961,0.380270643986024,18.158587241385,6.88058125834731,6.60172024523255,0.974566923027799,15.0698387839347
